Token ID,Name,Status,Legend,Background,Background Points,Skin,Skin Points,Type,Type Points,Body,Body Points,Mouth,Mouth Points,Eyes,Eyes Points,Head,Head Points,Special,Special Points,Trait Subtotal,Collection Score,Status Bonus,Total UglyPoints,Overall Rank,Collection Rank,Scoring Tier
3659,Squig #3659,Reloaded,,Yellow,60,Purple,80,Squig,75,Green White Polo,90,Blue Tongue,85,Triple Lashes,65,Plunger,115,Multi Earring,25,595,595,0,595,2191,1327,Reloaded
3660,Squig #3660,Reloaded,,Green,60,Brown Elf,80,Squig Elf,80,Multi Overalls,90,Open,70,Cyclops,65,Blonde Mullet,115,Gold Earring,20,580,580,0,580,2630,1928,Reloaded
3661,Squig #3661,Reloaded,,Purple,60,Beige,70,Squig,75,Naked,90,Open,70,Cyclops,65,White Bowl,95,Laser Tits,65,590,590,0,590,2328,1522,Reloaded
3662,Squig #3662,Reloaded,,Grey,60,Dark Brown Elf,80,Squig Elf,80,Flowers Overalls,95,Sad,70,Cyclops,65,VR Goggles,120,None,0,570,570,0,570,3009,2450,Reloaded
3663,Squig #3663,Reloaded,,Green Splash,70,Dark Brown Elf,80,Squig Elf,80,Flowers Overalls,95,Sewn,90,Surgery,85,Beer Bucket,115,Smile Necklace,30,645,645,0,645,1359,145,Reloaded
3664,Squig #3664,Reloaded,,Purple Splash,70,Dark Brown,70,Squig,75,Cowboy Red,90,Gold Digger,100,Angry Triple,75,Afro Blonde,95,None,0,575,575,0,575,2816,2189,Reloaded
3665,Squig #3665,Reloaded,,Green,60,Zombie,100,Zombie,110,Black Tee,85,Sewn,90,Bionic Lashes,80,Blue Ugly Cap,95,Ugly Necklace,40,660,660,0,660,1305,71,Reloaded
3666,Squig #3666,Reloaded,,Purple Splash,70,Brown,70,Squig,75,Blue Tracksuit,90,Neutral,65,Angry Cyclops,70,White Backwards Cap,95,None,0,535,535,0,535,4193,4092,Reloaded
3667,Squig #3667,Reloaded,,Grey,60,Beige,70,Squig,75,Boxing Gloves,95,Smile,70,Triple Lashes,65,Bunny Mask,125,None,0,560,560,0,560,3390,2969,Reloaded
3668,Squig #3668,Reloaded,,Grey Splash,70,Beige Elf,80,Squig Elf,80,White Tee,85,Tongue,80,Triple Lashes,65,Watermelon Bucket,110,Sad Necklace,35,605,605,0,605,1936,962,Reloaded
3669,Squig #3669,Reloaded,,Pink Splash,70,Beige,70,Squig,75,'67 Jersey,105,Mustache,85,Cyclops,65,Pink Beanie,95,None,0,565,565,0,565,3212,2713,Reloaded
3670,Squig #3670,Reloaded,,Orange Boom,70,Dark Brown Elf,80,Squig Elf,80,Flame Sweat,95,Afraid,70,Cyclops Lashes,65,Fire,110,None,0,570,570,0,570,3009,2450,Reloaded
3671,Squig #3671,Reloaded,,Grey Portal,80,Beige Elf,80,Squig Elf,80,Red Bralette,90,Afraid,70,Triple Lashes,65,Yellow Punk,85,None,0,550,550,0,550,3760,3487,Reloaded
3672,Squig #3672,Reloaded,,Green,60,Green,80,Squig,75,'67 Tracksuit,105,Open,70,Triple,65,Blonde Pigtails,95,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
3673,Squig #3673,Reloaded,,Light Blue,60,Crystal,110,Squig,75,Tattoo,105,Oh,70,Triple,65,Fresh Cut,100,None,0,585,585,0,585,2479,1724,Reloaded
3674,Squig #3674,Reloaded,,Grey Boom,70,Beige,70,Squig,75,Pink Jacket,90,Smile,70,Angry Cyclops,70,'67 Hockey Helmet,130,None,0,575,575,0,575,2816,2189,Reloaded
3675,Squig #3675,Reloaded,,Orange Splash,70,Brown Elf,80,Squig Elf,80,Ugly Long Tee,95,Smile,70,Bionic,80,Pink Beanie,95,Sad Necklace,35,605,605,0,605,1936,962,Reloaded
3676,Squig #3676,Reloaded,,Light Blue,60,Dark Brown Elf,80,Squig Elf,80,Multi Overalls,90,Toothless,75,Cyclops,65,Golf,115,Weed Necklace,40,605,605,0,605,1936,962,Reloaded
3677,Squig #3677,Reloaded,,Yellow Boom,70,Beige Elf,80,Squig Elf,80,Purple Hoodie,85,Afraid,70,Sleepy Triple,75,Giant Gold Mountie,130,None,0,590,590,0,590,2328,1522,Reloaded
3678,Squig #3678,Reloaded,,Grey,60,Brown,70,Squig,75,Blue Tracksuit,90,Toothless,75,Cyclops,65,Construction Cone,120,None,0,555,555,0,555,3577,3233,Reloaded
3679,Squig #3679,Reloaded,,Pink,60,Beige Elf,80,Squig Elf,80,White Tank,80,Toothless,75,Angry Cyclops,70,Blonde Hair Bandana,90,None,0,535,535,0,535,4193,4092,Reloaded
3680,Squig #3680,Reloaded,,Green Splash,70,Dark Brown,70,Squig,75,Bowling Shirt,95,Gold Duck,110,Bionic,80,Green Mountie,105,None,0,605,605,0,605,1936,962,Reloaded
3681,Squig #3681,Reloaded,,Grey,60,Dark Zombie,95,Zombie,110,PAAF Tee,90,Tape,90,Triple Lashes,65,Yellow Bowl,85,None,0,595,595,0,595,2191,1327,Reloaded
3682,Squig #3682,Reloaded,,Yellow,60,Green Elf,85,Squig Elf,80,Native Shirt,95,Open,70,Angry Cyclops Lashes,75,White Cowboy,105,None,0,570,570,0,570,3009,2450,Reloaded
3683,Squig #3683,Reloaded,,Orange,60,Brown,70,Squig,75,Brown Suit,100,Sad,70,Suspect Cyclops,80,Purr Paw,110,Multi Earring,25,590,590,0,590,2328,1522,Reloaded
3684,Squig #3684,Reloaded,,Green Portal,80,Green,80,Squig,75,Born Ugly Tee,85,Sewn,90,Angry Triple Lashes,75,Watermelon Bucket,110,Sad Necklace,35,630,630,0,630,1477,321,Reloaded
3685,Squig #3685,Reloaded,,Grey,60,Gold,105,Squig,75,Red Bralette,90,Sad,70,Cyclops,65,Pink Beanie,95,None,0,560,560,0,560,3390,2969,Reloaded
3686,Squig #3686,Reloaded,,Yellow Boom,70,Green Elf,85,Squig Elf,80,Green Tee,85,Neutral,65,Anger Cyclops,75,Giant Gold Mountie,130,Smile Necklace,30,620,620,0,620,1611,517,Reloaded
3687,Squig #3687,Reloaded,,Yellow Splash,70,Green,80,Squig,75,Dog Tank,85,Smile,70,Angry Cyclops Lashes,75,Ski Goggles,110,None,0,565,565,0,565,3212,2713,Reloaded
3688,Squig #3688,Reloaded,,Green,60,Beige,70,Squig,75,Dog Tank,85,Open,70,Cyclops,65,Yellow Punk,85,Ugly Necklace,40,550,550,0,550,3760,3487,Reloaded
3689,Squig #3689,Reloaded,,Grey,60,Brown,70,Squig,75,Cowboy Red,90,Neutral,65,Cyclops,65,Parted,95,None,0,520,520,0,520,4406,4391,Reloaded
3690,Squig #3690,Reloaded,,Green Boom,70,Crystal,110,Squig,75,PAAF Tee,90,Futuristic Mask,100,Angry Cyclops Lashes,75,Pink Bowl,85,None,0,605,605,0,605,1936,962,Reloaded
3691,Squig #3691,Reloaded,,Light Blue,60,Purple,80,Squig,75,Black Tee,85,Oh,70,Triple,65,Dennis Pink,105,Weed Necklace,40,580,580,0,580,2630,1928,Reloaded
3692,Squig #3692,Reloaded,,Grey,60,Dark Brown,70,Squig,75,Baseball Jersey Red,90,Tape,90,Bionic Lashes,80,Grey Boom Bucket,105,Ugly Necklace,40,610,610,0,610,1818,810,Reloaded
3693,Squig #3693,Reloaded,,Green Portal,80,Gold,105,Squig,75,Baseball Jersey Red,90,Smile,70,Suspect Cyclops,80,White Bowl,95,None,0,595,595,0,595,2191,1327,Reloaded
3694,Squig #3694,Reloaded,,Green Boom,70,Beige Elf,80,Squig Elf,80,White Army Tee,95,Neutral,65,Triple,65,Lemon Sunhat,105,Multi Earring,25,585,585,0,585,2479,1724,Reloaded
3695,Squig #3695,Reloaded,,Yellow,60,Zombie,100,Zombie,110,Black Tee,85,Sewn,90,Triple,65,Brain Bucket,110,Sad Necklace,35,655,655,0,655,1313,85,Reloaded
3696,Squig #3696,Reloaded,,Pink Boom,70,Dark Brown,70,Squig,75,Black Tank,80,Smile,70,Triple Lashes,65,Ugly Pale Ale,105,None,0,535,535,0,535,4193,4092,Reloaded
3697,Squig #3697,Reloaded,,Light Blue Splash,70,Dark Brown,70,Squig,75,Blue Puffy,90,Blue Tongue,85,Angry Triple,75,Afro Brown,100,None,0,565,565,0,565,3212,2713,Reloaded
3698,Squig #3698,Reloaded,,Sky,80,Dark Brown,70,Squig,75,Born Ugly Tee,85,Open,70,Cyclops Lashes,65,Buoy,125,None,0,570,570,0,570,3009,2450,Reloaded
3699,Squig #3699,Reloaded,,Light Blue Splash,70,Dark Brown Elf,80,Squig Elf,80,Born Ugly Tee,85,Tongue,80,Sleepy Triple,75,Bear Fur Hat,105,Parakeet,45,620,620,0,620,1611,517,Reloaded
3700,Squig #3700,Reloaded,,Purple,60,Dark Brown,70,Squig,75,Iridescent Shirt,110,Oh,70,Triple,65,Brown Pigtails,95,None,0,545,545,0,545,3920,3709,Reloaded
3701,Squig #3701,Reloaded,,Grey Portal,80,Amphibian Red,105,Amphibian,110,Pink Hoodie,85,Smile,70,Triple,65,White Bowl,95,None,0,610,610,0,610,1818,810,Reloaded
3702,Squig #3702,Reloaded,,Grey Splash,70,Brown Elf,80,Squig Elf,80,White Army Tee,95,Tongue,80,Angry Triple Lashes,75,Green Ugly Cap,85,None,0,565,565,0,565,3212,2713,Reloaded
3703,Squig #3703,Reloaded,,Light Blue Splash,70,Brown,70,Squig,75,Fisherman Black,95,Afraid,70,Triple,65,Black Cap,90,None,0,535,535,0,535,4193,4092,Reloaded
3704,Squig #3704,Reloaded,,Green Boom,70,Brown Elf,80,Squig Elf,80,Iridescent Puffy,110,Blue Tongue,85,Triple,65,Green Cap,90,None,0,580,580,0,580,2630,1928,Reloaded
3705,Squig #3705,Reloaded,,Green Splash,70,Crystal Elf,115,Squig Elf,80,Diving Suit,105,Ball Gag,100,Cyclops Lashes,65,Dennis Blonde,110,None,0,645,645,0,645,1359,145,Reloaded
3706,Squig #3706,Reloaded,,Grey Splash,70,Brown,70,Squig,75,Blue Overalls,90,Sad,70,Triple Lashes,65,Multi Cap,105,None,0,545,545,0,545,3920,3709,Reloaded
3707,Squig #3707,Reloaded,Purple Zombie,,0,,0,,0,,0,,0,,0,,0,,0,0,1000,0,1000,6,1,Reloaded Legendary
3708,Squig #3708,Reloaded,,Green,60,Brown,70,Squig,75,Ugly Varsity Purple,95,Afraid,70,Sleepy Triple,75,Blonde Pigtails,95,None,0,540,540,0,540,4073,3927,Reloaded
3709,Squig #3709,Reloaded,,Green,60,Purple,80,Squig,75,Yellow Puffy,90,Toothless,75,Triple Lashes,65,Ice Cream,110,None,0,555,555,0,555,3577,3233,Reloaded
3710,Squig #3710,Reloaded,,Pink,60,Green Elf,85,Squig Elf,80,Black Hoodie,85,Giant Iridescent Tongue,100,Bionic,80,Blonde Hair Bandana,90,Green Laser,50,630,630,0,630,1477,321,Reloaded
3711,Squig #3711,Reloaded,,Green Splash,70,Beige Elf,80,Squig Elf,80,Ugly Football Club,95,Sad,70,Triple Lashes,65,Jason,130,Multi Earring,25,615,615,0,615,1715,658,Reloaded
3712,Squig #3712,Reloaded,,Yellow,60,Brown Elf,80,Squig Elf,80,Fast Food Hoodie,105,Open,70,Angry Triple Lashes,75,Watermelon Bucket,110,None,0,580,580,0,580,2630,1928,Reloaded
3713,Squig #3713,Reloaded,,Purple,60,Beige,70,Squig,75,Pink Surf Lycra,90,Toothless,75,Cyclops Lashes,65,Flowers,105,None,0,540,540,0,540,4073,3927,Reloaded
3714,Squig #3714,Reloaded,,Purple Portal,80,Purple,80,Squig,75,Black Sweat,80,Neutral,65,Angry Triple Lashes,75,Fast Food Visor,115,None,0,570,570,0,570,3009,2450,Reloaded
3715,Squig #3715,Reloaded,,Purple,60,Purple,80,Squig,75,Army Tee,95,Sad,70,Angry Cyclops,70,Dread Cap,115,None,0,565,565,0,565,3212,2713,Reloaded
3716,Squig #3716,Reloaded,,Orange,60,Amphibian Purple,105,Amphibian,110,Blue Overalls,90,Sad,70,Bionic,80,Black Cap,90,None,0,605,605,0,605,1936,962,Reloaded
3717,Squig #3717,Reloaded,,Purple Splash,70,Beige,70,Squig,75,Army Tee,95,Sad,70,Triple,65,Bow,90,None,0,535,535,0,535,4193,4092,Reloaded
3718,Squig #3718,Reloaded,,Pink Boom,70,Amphibian Green,110,Amphibian,110,Futuristic Armor,115,Afraid,70,Bionic,80,Pink Bowl,85,None,0,640,640,0,640,1395,194,Reloaded
3719,Squig #3719,Reloaded,,Orange,60,Dark Brown,70,Squig,75,Boxing Gloves,95,Toothless,75,Triple,65,Afro Blonde,95,None,0,535,535,0,535,4193,4092,Reloaded
3720,Squig #3720,Reloaded,,Orange Portal,80,Brown,70,Squig,75,Naked,90,Oh,70,Angry Triple Lashes,75,Mountie,95,None,0,555,555,0,555,3577,3233,Reloaded
3721,Squig #3721,Reloaded,,Green Boom,70,Green,80,Squig,75,Pink Hoodie,85,Open,70,Anger Cyclops,75,Bunny Mask,125,None,0,580,580,0,580,2630,1928,Reloaded
3722,Squig #3722,Reloaded,,Grey Boom,70,Dark Robot,110,Robot,120,Iridescent Bralette,105,Afraid,70,Triple Lashes,65,White Backwards Cap,95,None,0,635,635,0,635,1433,249,Reloaded
3723,Squig #3723,Reloaded,,Yellow,60,Dark Brown,70,Squig,75,Black Astronaut,110,Neutral,65,Bionic Lashes,80,Sombrero,110,None,0,570,570,0,570,3009,2450,Reloaded
3724,Squig #3724,Reloaded,,Yellow Boom,70,Purple Elf,85,Squig Elf,80,Purple Tee,80,Open,70,Sleepy Triple,75,Rice Dome,115,None,0,575,575,0,575,2816,2189,Reloaded
3725,Squig #3725,Reloaded,,Pink Boom,70,Purple,80,Squig,75,Blue Tracksuit,90,Afraid,70,Suspect Cyclops,80,Lobby,110,None,0,575,575,0,575,2816,2189,Reloaded
3726,Squig #3726,Reloaded,,Light Blue,60,Brown Elf,80,Squig Elf,80,Iridescent Shirt,110,Smile,70,Angry Triple,75,Mountie,95,None,0,570,570,0,570,3009,2450,Reloaded
3727,Squig #3727,Reloaded,,Purple Splash,70,Purple,80,Squig,75,White Bralette,90,Sad,70,Angry Cyclops,70,Brown Pigtails,95,None,0,550,550,0,550,3760,3487,Reloaded
3728,Squig #3728,Reloaded,,Purple,60,Purple Elf,85,Squig Elf,80,Triangle Longue Tee,85,Neutral,65,Triple,65,Blonde Hair Bandana,90,None,0,530,530,0,530,4307,4255,Reloaded
3729,Squig #3729,Reloaded,,Green,60,Beige Elf,80,Squig Elf,80,Purple Transparent Shirt,100,Toothless,75,Angry Triple Lashes,75,Brown Pigtails,95,None,0,565,565,0,565,3212,2713,Reloaded
3730,Squig #3730,Reloaded,,Green,60,Dark Robot,110,Robot,120,Ugly Football Club Black,95,Toothless,75,Sleepy Triple,75,Bald,95,None,0,630,630,0,630,1477,321,Reloaded
3731,Squig #3731,Reloaded,,Green,60,Green Elf,85,Squig Elf,80,Naked,90,Afraid,70,Surgery,85,Green Beanie,90,None,0,560,560,0,560,3390,2969,Reloaded
3732,Squig #3732,Reloaded,,Yellow Boom,70,Purple Elf,85,Squig Elf,80,Varsity Green,95,Giant Tongue,90,Triple,65,Brain Bucket,110,Monocle,40,635,635,0,635,1433,249,Reloaded
3733,Squig #3733,Reloaded,,Pink,60,Brown Elf,80,Squig Elf,80,Fishnet,100,Smile,70,Cyclops,65,Hoops,120,None,0,575,575,0,575,2816,2189,Reloaded
3734,Squig #3734,Reloaded,,Orange,60,Dark Brown Elf,80,Squig Elf,80,White Tee Red Bandana,90,Neutral,65,Sleepy Triple,75,Giant Mountie,125,None,0,575,575,0,575,2816,2189,Reloaded
3735,Squig #3735,Reloaded,,Light Blue Portal,85,Beige,70,Squig,75,Super Ugly,110,Afraid,70,Triple Lashes,65,Bow,90,None,0,565,565,0,565,3212,2713,Reloaded
3736,Squig #3736,Reloaded,,Purple Portal,80,Dark Brown,70,Squig,75,Flame Sweat,95,Gold Digger,100,Cyclops Lashes,65,Pot Head,110,None,0,595,595,0,595,2191,1327,Reloaded
3737,Squig #3737,Reloaded,,Light Blue,60,Dark Brown Elf,80,Squig Elf,80,Black Tank,80,Toothless,75,Bionic,80,Brown Hair Bandana,95,E cigarette,55,605,605,0,605,1936,962,Reloaded
3738,Squig #3738,Reloaded,,Grey,60,Purple,80,Squig,75,Dog Tank,85,Afraid,70,Cyclops Lashes,65,Yellow Bowl,85,None,0,520,520,0,520,4406,4391,Reloaded
3739,Squig #3739,Reloaded,,Pink,60,Dark Zombie,95,Zombie,110,Red Bathrobe,95,Toothless,75,Angry Cyclops Lashes,75,Nurse,95,None,0,605,605,0,605,1936,962,Reloaded
3740,Squig #3740,Reloaded,,Grey,60,Dark Robot,110,Robot,120,Black Suit,95,Giant Tongue,90,Cyclops,65,Fresh Cut,100,None,0,640,640,0,640,1395,194,Reloaded
3741,Squig #3741,Reloaded,,Pink,60,Brown,70,Squig,75,Multi Overalls,90,Oh,70,Angry Cyclops Lashes,75,Green Visor,110,None,0,550,550,0,550,3760,3487,Reloaded
3742,Squig #3742,Reloaded,,Pink Portal,80,Beige,70,Squig,75,Born Ugly Tee,85,Open,70,Triple,65,White Backwards Cap,95,Weed Necklace,40,580,580,0,580,2630,1928,Reloaded
3743,Squig #3743,Reloaded,,Pink Portal,80,Dark Brown,70,Squig,75,Ugly Football Club Black,95,Oh,70,Cyclops Lashes,65,Grey Boom Bucket,105,None,0,560,560,0,560,3390,2969,Reloaded
3744,Squig #3744,Reloaded,,Purple Splash,70,Dark Brown Elf,80,Squig Elf,80,Black Tank,80,Neutral,65,Triple Lashes,65,Yellow Bowl,85,Smile Necklace,30,555,555,0,555,3577,3233,Reloaded
3745,Squig #3745,Reloaded,,Yellow,60,Green,80,Squig,75,Baseball Jersey Red,90,Toothless,75,Angry Triple,75,Hockey Helmet,115,None,0,570,570,0,570,3009,2450,Reloaded
3746,Squig #3746,Reloaded,,Green Splash,70,Beige Elf,80,Squig Elf,80,Airplane Emergency Vest,105,Sad,70,Triple Lashes,65,Boom Bucket,115,None,0,585,585,0,585,2479,1724,Reloaded
3747,Squig #3747,Reloaded,,Pink,60,Beige,70,Squig,75,Beige Jacket,90,Tongue,80,Sleepy Triple,75,White Cowboy,105,Gold Earring,20,575,575,0,575,2816,2189,Reloaded
3748,Squig #3748,Reloaded,,Light Blue Portal,85,Brown,70,Squig,75,Prison,90,Sad,70,Triple,65,Multi Cap,105,Gold Earring,20,580,580,0,580,2630,1928,Reloaded
3749,Squig #3749,Reloaded,,Light Blue Splash,70,Brown,70,Squig,75,Green Tee,85,Sad,70,Angry Triple Lashes,75,Brain Bucket,110,None,0,555,555,0,555,3577,3233,Reloaded
3750,Squig #3750,Reloaded,,Green Boom,70,Beige,70,Squig,75,Gold Boxing Gloves,125,Giant Tongue,90,Surgery Lashes,85,Beer Bucket,115,None,0,630,630,0,630,1477,321,Reloaded
3751,Squig #3751,Reloaded,,Light Blue Boom,70,Purple,80,Squig,75,Baseball Jersey Red,90,Sad,70,Sleepy Triple,75,Fire,110,Smile Necklace,30,600,600,0,600,2048,1127,Reloaded
3752,Squig #3752,Reloaded,,Pink,60,Beige,70,Squig,75,Jedi,100,Afraid,70,Triple,65,Ice Cream,110,Monocle,40,590,590,0,590,2328,1522,Reloaded
3753,Squig #3753,Reloaded,,Purple,60,Zombie,100,Zombie,110,Naked,90,Neutral,65,Angry Cyclops Lashes,75,Yellow Punk,85,None,0,585,585,0,585,2479,1724,Reloaded
3754,Squig #3754,Reloaded,,Purple,60,Brown,70,Squig,75,Black Tee,85,Open,70,Cyclops,65,Parted,95,Blunt,40,560,560,0,560,3390,2969,Reloaded
3755,Squig #3755,Reloaded,,Green Boom,70,Dark Brown,70,Squig,75,Yellow Puffy,90,Tongue,80,Cyclops Lashes,65,Pink Bowl,85,None,0,535,535,0,535,4193,4092,Reloaded
3756,Squig #3756,Reloaded,,Orange Boom,70,Brown Elf,80,Squig Elf,80,Ugly Tracksuit,100,Giant Iridescent Tongue,100,Angry Triple,75,Green Ugly Cap,85,None,0,590,590,0,590,2328,1522,Reloaded
3757,Squig #3757,Reloaded,,Purple,60,Beige,70,Squig,75,Black Tee,85,Oh,70,Cyclops Lashes,65,Parted,95,None,0,520,520,0,520,4406,4391,Reloaded
3758,Squig #3758,Reloaded,,Pink Boom,70,Brown,70,Squig,75,Varsity Green,95,Sad,70,Bionic,80,White Backwards Cap,95,Green Laser,50,605,605,0,605,1936,962,Reloaded
3759,Squig #3759,Reloaded,,Orange Boom,70,Green Elf,85,Squig Elf,80,Ugly Hockey Jersey,100,Sewn,90,Cyclops,65,Black Cap,90,Gold Earring,20,600,600,0,600,2048,1127,Reloaded
3760,Squig #3760,Reloaded,,Grey Portal,80,Beige Elf,80,Squig Elf,80,White Tee Red Bandana,90,Afraid,70,Cyclops Lashes,65,Afro Blonde,95,None,0,560,560,0,560,3390,2969,Reloaded
3761,Squig #3761,Reloaded,,Purple Boom,70,Dark Brown,70,Squig,75,Black Hoodie,85,Tongue,80,Angry Triple,75,Blonde Pigtails,95,Nouns Glasses,45,595,595,0,595,2191,1327,Reloaded
3762,Squig #3762,Reloaded,,Green,60,Dark Robot,110,Robot,120,Blue Puffy,90,Ball Gag,100,Sleepy Triple,75,Pink Bowl,85,None,0,640,640,0,640,1395,194,Reloaded
3763,Squig #3763,Reloaded,,Pink Boom,70,Purple Elf,85,Squig Elf,80,Purple Tee,80,Afraid,70,Triple Lashes,65,Brown Mullet,120,None,0,570,570,0,570,3009,2450,Reloaded
3764,Squig #3764,Reloaded,,Purple,60,Green,80,Squig,75,Super Naked,110,Mustache,85,Angry Triple,75,Fresh Cut,100,None,0,585,585,0,585,2479,1724,Reloaded
3765,Squig #3765,Reloaded,,Yellow Boom,70,Purple Elf,85,Squig Elf,80,White Astronaut,110,Afraid,70,Cyclops Lashes,65,Proud To Be Ugly,115,None,0,595,595,0,595,2191,1327,Reloaded
3766,Squig #3766,Reloaded,,Pink Boom,70,Amphibian Red,105,Amphibian,110,XRay Tee,100,Oh,70,Sleepy Triple,75,White Bowl,95,None,0,625,625,0,625,1537,403,Reloaded
3767,Squig #3767,Reloaded,,Light Blue Boom,70,Dark Brown,70,Squig,75,Multi Overalls,90,Smile,70,Cyclops Lashes,65,Blonde Pigtails,95,Sad Necklace,35,570,570,0,570,3009,2450,Reloaded
3768,Squig #3768,Reloaded,,Purple Boom,70,Green,80,Squig,75,Pink Hoodie,85,Oh,70,Cyclops Lashes,65,Golf,115,None,0,560,560,0,560,3390,2969,Reloaded
3769,Squig #3769,Reloaded,,Orange Splash,70,Beige Elf,80,Squig Elf,80,White Tank,80,Afraid,70,Angry Triple Lashes,75,Ice Cream,110,Dino,45,610,610,0,610,1818,810,Reloaded
3770,Squig #3770,Reloaded,,Light Blue Splash,70,Green Elf,85,Squig Elf,80,Red Bathrobe,95,Smile,70,Angry Cyclops,70,Parted,95,Parakeet,45,610,610,0,610,1818,810,Reloaded
3771,Squig #3771,Reloaded,,Purple,60,Purple,80,Squig,75,Pink Surf Lycra,90,Gold Giant Tongue,100,Triple Lashes,65,Beavis Hair,120,None,0,590,590,0,590,2328,1522,Reloaded
3772,Squig #3772,Reloaded,,Green Boom,70,Purple,80,Squig,75,Born Ugly Tank Yellow,90,Neutral,65,Triple Lashes,65,Blonde Pigtails,95,None,0,540,540,0,540,4073,3927,Reloaded
3773,Squig #3773,Reloaded,,Purple Splash,70,Dark Brown Elf,80,Squig Elf,80,Varsity Green,95,Tape,90,Angry Cyclops,70,Flowers,105,None,0,590,590,0,590,2328,1522,Reloaded
3774,Squig #3774,Reloaded,,Orange,60,Brown,70,Squig,75,Brown Suit,100,Tongue,80,Anger Cyclops,75,Night Vision,120,None,0,580,580,0,580,2630,1928,Reloaded
3775,Squig #3775,Reloaded,,Pink Splash,70,Beige,70,Squig,75,Yellow Pink Polo,85,Neutral,65,Triple Lashes,65,Night Vision,120,Gold Earring,20,570,570,0,570,3009,2450,Reloaded
3776,Squig #3776,Reloaded,,Grey,60,Beige Elf,80,Squig Elf,80,Blue Surf Lycra,90,Smile,70,Triple Lashes,65,Cowboy,95,None,0,540,540,0,540,4073,3927,Reloaded
3777,Squig #3777,Reloaded,,Grey,60,Brown,70,Squig,75,Brown Suit,100,Sewn,90,Angry Cyclops,70,Purr Paw,110,None,0,575,575,0,575,2816,2189,Reloaded
3778,Squig #3778,Reloaded,,Orange,60,Brown Elf,80,Squig Elf,80,Purple Tee,80,Tape,90,Cyclops,65,Pink Cowboy,100,Weed Necklace,40,595,595,0,595,2191,1327,Reloaded
3779,Squig #3779,Reloaded,,Pink Boom,70,Green,80,Squig,75,Blue Puffy,90,Afraid,70,Angry Triple,75,Ugly Black Cap,95,None,0,555,555,0,555,3577,3233,Reloaded
3780,Squig #3780,Reloaded,,Grey Portal,80,Brown,70,Squig,75,Fast Food Hoodie,105,Smile,70,Sleepy Triple,75,Ice Cream,110,None,0,585,585,0,585,2479,1724,Reloaded
3781,Squig #3781,Reloaded,,Grey,60,Gold,105,Squig,75,Ugly Tracksuit,100,Afraid,70,Sleepy Triple,75,Pot Head,110,None,0,595,595,0,595,2191,1327,Reloaded
3782,Squig #3782,Reloaded,,Yellow Boom,70,Green,80,Squig,75,Triangle Longue Tee,85,Toothless,75,Cyclops Lashes,65,Bear Fur Hat,105,None,0,555,555,0,555,3577,3233,Reloaded
3783,Squig #3783,Reloaded,,Green,60,Dark Robot,110,Robot,120,Dog Tank,85,Toothless,75,Surgery,85,White Backwards Cap,95,None,0,630,630,0,630,1477,321,Reloaded
3784,Squig #3784,Reloaded,,Green Boom,70,Dark Brown,70,Squig,75,Black Tank,80,Open,70,Surgery,85,Black Backwards Cap,95,None,0,545,545,0,545,3920,3709,Reloaded
3785,Squig #3785,Reloaded,,Orange,60,Brown,70,Squig,75,Butthead Tee,115,Open,70,Angry Triple,75,Parted,95,None,0,560,560,0,560,3390,2969,Reloaded
3786,Squig #3786,Reloaded,,Orange,60,Dark Brown Elf,80,Squig Elf,80,Black Hoodie,85,Open,70,Cyclops Lashes,65,Blue Ugly Cap,95,None,0,535,535,0,535,4193,4092,Reloaded
3787,Squig #3787,Reloaded,,Green Portal,80,Purple,80,Squig,75,Ugly Long Tee,95,Smile,70,Angry Triple,75,I Need TP,110,Gold Earring,20,605,605,0,605,1936,962,Reloaded
3788,Squig #3788,Reloaded,,Orange Splash,70,Dark Brown Elf,80,Squig Elf,80,Blue Tracksuit,90,Tongue,80,Angry Triple Lashes,75,Blonde Mullet,115,None,0,590,590,0,590,2328,1522,Reloaded
3789,Squig #3789,Reloaded,,Orange Splash,70,Brown Elf,80,Squig Elf,80,'67 Tracksuit,105,Ball Gag,100,Angry Cyclops Lashes,75,Cactus,125,None,0,635,635,0,635,1433,249,Reloaded
3790,Squig #3790,Reloaded,,Grey Splash,70,Green,80,Squig,75,Black Tee,85,Sewn,90,Angry Cyclops,70,Pink Bowl,85,Ugly Necklace,40,595,595,0,595,2191,1327,Reloaded
3791,Squig #3791,Reloaded,,Green,60,Amphibian Purple,105,Amphibian,110,Brown Suit,100,Oh,70,Triple,65,Green Ugly Cap,85,None,0,595,595,0,595,2191,1327,Reloaded
3792,Squig #3792,Reloaded,,Orange,60,Green Elf,85,Squig Elf,80,White Tee Red Bandana,90,Mustache,85,Angry Triple,75,Paper Boat,100,None,0,575,575,0,575,2816,2189,Reloaded
3793,Squig #3793,Reloaded,,Purple Portal,80,Dark Zombie,95,Zombie,110,White Tank,80,Blue Tongue,85,Angry Triple,75,Pink Sunhat,90,None,0,615,615,0,615,1715,658,Reloaded
3794,Squig #3794,Reloaded,,Yellow Splash,70,Beige,70,Squig,75,White Army Tee,95,Oh,70,Angry Triple Lashes,75,Giant Gold Mountie,130,Gold Earring,20,605,605,0,605,1936,962,Reloaded
