tokenID,name,description,file_name,attributes[Background],attributes[Skin],attributes[Type],attributes[Status],attributes[Body],attributes[Mouth],attributes[Eyes],attributes[Head],attributes[Special],attributes[Legend]
3957,Squig #3957,"4,444 Creatures from another world come to observe and imitate Humans.",3957.png,Grey,Green,Squig,Reloaded,420 Shirt,Sad,Triple,Green Cap,None,
3958,Squig #3958,"4,444 Creatures from another world come to observe and imitate Humans.",3958.png,Yellow,Dark Brown Elf,Squig Elf,Reloaded,Black Sweat,Open,Bionic,Black Backwards Cap,None,
3959,Squig #3959,"4,444 Creatures from another world come to observe and imitate Humans.",3959.png,Pink,Green,Squig,Reloaded,Flame Sweat,Afraid,Triple Lashes,Green Beanie,None,
3960,Squig #3960,"4,444 Creatures from another world come to observe and imitate Humans.",3960.png,Pink Boom,Brown,Squig,Reloaded,Black Hoodie,Toothless,Cyclops,Jason,None,
3961,Squig #3961,"4,444 Creatures from another world come to observe and imitate Humans.",3961.png,Grey,Green,Squig,Reloaded,Purple Tee,Sad,Surgery,Visor With Hair,None,
3962,Squig #3962,"4,444 Creatures from another world come to observe and imitate Humans.",3962.png,Pink,Dark Brown,Squig,Reloaded,Black Sweat,Revive Pill,Triple Lashes,Green Visor,None,
3963,Squig #3963,"4,444 Creatures from another world come to observe and imitate Humans.",3963.png,Grey Boom,Dark Brown Elf,Squig Elf,Reloaded,Chain,Ball Gag,Triple,Dennis Pink,None,
3964,Squig #3964,"4,444 Creatures from another world come to observe and imitate Humans.",3964.png,Pink,Green,Squig,Reloaded,Black Sweat,Neutral,Surgery,Green Mountie,None,
3965,Squig #3965,"4,444 Creatures from another world come to observe and imitate Humans.",3965.png,Orange,Green,Squig,Reloaded,Baseball Jersey Blue,Neutral,Cyclops,Pot Head,None,
3966,Squig #3966,"4,444 Creatures from another world come to observe and imitate Humans.",3966.png,Purple,Brown,Squig,Reloaded,Pink Hoodie,Giant Tongue,Cyclops Lashes,Dennis Pink,None,
3967,Squig #3967,"4,444 Creatures from another world come to observe and imitate Humans.",3967.png,Pink Boom,Purple Elf,Squig Elf,Reloaded,Ugly Varsity Purple,Blue Tongue,Angry Triple Lashes,Bear Fur Hat,None,
3968,Squig #3968,"4,444 Creatures from another world come to observe and imitate Humans.",3968.png,Green Portal,Brown,Squig,Reloaded,Yellow Pink Polo,Afraid,Triple,Paper Boat,None,
3969,Squig #3969,"4,444 Creatures from another world come to observe and imitate Humans.",3969.png,Purple Splash,Purple,Squig,Reloaded,Red Tracksuit,Open,Cyclops,Blonde Hair Bandana,None,
3970,Squig #3970,"4,444 Creatures from another world come to observe and imitate Humans.",3970.png,Pink Splash,Beige,Squig,Reloaded,Born Ugly Tank Yellow,Smile,Cyclops,Pink Beanie,None,
3971,Squig #3971,"4,444 Creatures from another world come to observe and imitate Humans.",3971.png,Pink,Beige Elf,Squig Elf,Reloaded,Cowboy Red,Sewn,Angry Triple Lashes,3D,None,
3972,Squig #3972,"4,444 Creatures from another world come to observe and imitate Humans.",3972.png,Purple,Beige,Squig,Reloaded,Pink Hoodie,Tape,Surgery,Multi Cap,None,
3973,Squig #3973,"4,444 Creatures from another world come to observe and imitate Humans.",3973.png,Green Splash,Brown Elf,Squig Elf,Reloaded,Prison,Neutral,Triple,Brain Bucket,None,
3974,Squig #3974,"4,444 Creatures from another world come to observe and imitate Humans.",3974.png,Yellow,Dark Brown,Squig,Reloaded,Flowers Shirt,Sad,Angry Triple,Fast Food Visor,None,
3975,Squig #3975,"4,444 Creatures from another world come to observe and imitate Humans.",3975.png,Light Blue Portal,Green,Squig,Reloaded,Ugly Hockey Jersey,Revive Pill,Angry Triple Lashes,Captain,None,
3976,Squig #3976,"4,444 Creatures from another world come to observe and imitate Humans.",3976.png,Purple,Green Elf,Squig Elf,Reloaded,Naked,Smile,Triple,White Cowboy,Smile Necklace,
3977,Squig #3977,"4,444 Creatures from another world come to observe and imitate Humans.",3977.png,Light Blue Portal,Brown Elf,Squig Elf,Reloaded,Ugly Hockey Jersey,Sad,Eye Patch,Bow,Parakeet,
3978,Squig #3978,"4,444 Creatures from another world come to observe and imitate Humans.",3978.png,Pink Splash,Brown Elf,Squig Elf,Reloaded,Pink Jacket,Smile,Suspect Cyclops,Grey Boom Bucket,Dino,
3979,Squig #3979,"4,444 Creatures from another world come to observe and imitate Humans.",3979.png,Green Boom,Brown,Squig,Reloaded,Pink Jacket,Toothless,Angry Cyclops Lashes,Space Brain,None,
3980,Squig #3980,"4,444 Creatures from another world come to observe and imitate Humans.",3980.png,Grey Splash,Amphibian Purple,Amphibian,Reloaded,Bowling Shirt,Smile,Triple Lashes,Lobby,None,
3981,Squig #3981,"4,444 Creatures from another world come to observe and imitate Humans.",3981.png,Green Splash,Beige Elf,Squig Elf,Reloaded,Yellow Puffy,Toothless,Sleepy Triple,Lobby,Blunt,
3982,Squig #3982,"4,444 Creatures from another world come to observe and imitate Humans.",3982.png,Pink,Amphibian Red,Amphibian,Reloaded,Army Tee,Open,Triple,Black Cap,None,
3983,Squig #3983,"4,444 Creatures from another world come to observe and imitate Humans.",3983.png,Yellow Boom,Brown,Squig,Reloaded,Iridescent Puffy,Oh,Cyclops,Dread Cap,None,
3984,Squig #3984,"4,444 Creatures from another world come to observe and imitate Humans.",3984.png,Purple Boom,Amphibian Green,Amphibian,Reloaded,Yellow Pink Polo,Open,Cyclops Lashes,White Backwards Cap,None,
3985,Squig #3985,"4,444 Creatures from another world come to observe and imitate Humans.",3985.png,Light Blue,Dark Brown Elf,Squig Elf,Reloaded,Neanderthal Suit,Open,Angry Cyclops Lashes,Visor With Hair,Blunt,
3986,Squig #3986,"4,444 Creatures from another world come to observe and imitate Humans.",3986.png,Orange Boom,Zombie,Zombie,Reloaded,Pink Hoodie,Toothless,Sleepy Triple,Pink Sunhat,None,
3987,Squig #3987,"4,444 Creatures from another world come to observe and imitate Humans.",3987.png,Pink Boom,Purple Elf,Squig Elf,Reloaded,White Bralette,Oh,Angry Cyclops Lashes,White Bowl,None,
3988,Squig #3988,"4,444 Creatures from another world come to observe and imitate Humans.",3988.png,Grey Boom,Beige,Squig,Reloaded,Ugly Long Tee,Tape,Bionic Lashes,Cowboy,None,
3989,Squig #3989,"4,444 Creatures from another world come to observe and imitate Humans.",3989.png,Green,Dark Brown Elf,Squig Elf,Reloaded,Green Polo,Sad,Cyclops,Blonde Hair Bandana,None,
3990,Squig #3990,"4,444 Creatures from another world come to observe and imitate Humans.",3990.png,Green,Brown,Squig,Reloaded,Red Tracksuit,Toothless,Triple Lashes,Green Ugly Cap,None,
3991,Squig #3991,"4,444 Creatures from another world come to observe and imitate Humans.",3991.png,Purple,Brown Elf,Squig Elf,Reloaded,Varsity Green,Neutral,Cyclops,Pink Ugly Cap,None,
3992,Squig #3992,"4,444 Creatures from another world come to observe and imitate Humans.",3992.png,Yellow Splash,Dark Brown Elf,Squig Elf,Reloaded,Black Suit,Neutral,Cyclops,Pink Beanie,None,
3993,Squig #3993,"4,444 Creatures from another world come to observe and imitate Humans.",3993.png,Orange,Crystal,Squig,Reloaded,Black Tee Yellow Bandana,Sewn,Cyclops,Fast Food Visor,None,
3994,Squig #3994,"4,444 Creatures from another world come to observe and imitate Humans.",3994.png,Grey,Beige,Squig,Reloaded,Chain,Tongue,Anger Cyclops,Black Backwards Cap,None,
3995,Squig #3995,"4,444 Creatures from another world come to observe and imitate Humans.",3995.png,Orange Splash,Amphibian Red,Amphibian,Reloaded,Chain,Sad,Suspect Cyclops,Knife,None,
3996,Squig #3996,"4,444 Creatures from another world come to observe and imitate Humans.",3996.png,Yellow,Dark Brown,Squig,Reloaded,Black Jacket,Afraid,Triple,Iridescent Sunhat,None,
3997,Squig #3997,"4,444 Creatures from another world come to observe and imitate Humans.",3997.png,Purple,Dark Brown,Squig,Reloaded,Purple Tee,Open,Angry Cyclops Lashes,Pink Bowl,None,
3998,Squig #3998,"4,444 Creatures from another world come to observe and imitate Humans.",3998.png,Grey,Beige Elf,Squig Elf,Reloaded,Green White Polo,Sewn,Angry Cyclops,Blonde Pigtails,None,
3999,Squig #3999,"4,444 Creatures from another world come to observe and imitate Humans.",3999.png,Orange,Robot,Robot,Reloaded,Fisherman Black,Tape,Angry Triple Lashes,Black Backwards Cap,None,
4000,Squig #4000,"4,444 Creatures from another world come to observe and imitate Humans.",4000.png,Purple,Dark Brown,Squig,Reloaded,Multi Overalls,Sad,Sleepy Triple,Mountie,Sad Necklace,
4001,Squig #4001,"4,444 Creatures from another world come to observe and imitate Humans.",4001.png,Grey Splash,Purple,Squig,Reloaded,Super Naked,Smile,Bionic Lashes,Knife,None,
4002,Squig #4002,"4,444 Creatures from another world come to observe and imitate Humans.",4002.png,Purple Splash,Green,Squig,Reloaded,White Suit,Smile,Angry Triple Lashes,Bow,None,
4003,Squig #4003,"4,444 Creatures from another world come to observe and imitate Humans.",4003.png,Grey,Dark Zombie,Zombie,Reloaded,"Diving Suit
",Tape,Angry Triple,White Cowboy,None,
4004,Squig #4004,"4,444 Creatures from another world come to observe and imitate Humans.",4004.png,Yellow,Dark Zombie,Zombie,Reloaded,White Tee Red Bandana,Tape,Triple Lashes,Pink Beanie,None,
4005,Squig #4005,"4,444 Creatures from another world come to observe and imitate Humans.",4005.png,Yellow Boom,Beige,Squig,Reloaded,Black Hoodie,Afraid,Bionic Lashes,Blonde Pigtails,None,
4006,Squig #4006,"4,444 Creatures from another world come to observe and imitate Humans.",4006.png,Purple Boom,Dark Brown,Squig,Reloaded,Naked,Sad,Angry Triple,Afro Blonde,Laser Tits,
4007,Squig #4007,"4,444 Creatures from another world come to observe and imitate Humans.",4007.png,Green Boom,Brown Elf,Squig Elf,Reloaded,PAAF Tee,Sad,Angry Triple,Blue Ugly Cap,Multi Earring,
4008,Squig #4008,"4,444 Creatures from another world come to observe and imitate Humans.",4008.png,Yellow,Purple,Squig,Reloaded,Black Tank,Ball Gag,Suspect Cyclops,Boxing,Ugly Necklace,
4009,Squig #4009,"4,444 Creatures from another world come to observe and imitate Humans.",4009.png,Orange,Beige,Squig,Reloaded,Yellow Puffy,Open,Triple,Yellow Punk,None,
4010,Squig #4010,"4,444 Creatures from another world come to observe and imitate Humans.",4010.png,Green Splash,Brown,Squig,Reloaded,Anti GM GM Club Tee,Neutral,Angry Cyclops,Bear Fur Hat,None,
4011,Squig #4011,"4,444 Creatures from another world come to observe and imitate Humans.",4011.png,Yellow,Dark Brown Elf,Squig Elf,Reloaded,Blue Surf Lycra,Oh,Surgery Lashes,White Donuts,None,
4012,Squig #4012,"4,444 Creatures from another world come to observe and imitate Humans.",4012.png,Purple Splash,Amphibian Green,Amphibian,Reloaded,Green Tee,Sad,Angry Cyclops,Yellow Bowl,None,
4013,Squig #4013,"4,444 Creatures from another world come to observe and imitate Humans.",4013.png,Purple Splash,Amphibian Red,Amphibian,Reloaded,"Diving Suit
",Revive Pill,Cyclops,Yellow Punk,None,
4014,Squig #4014,"4,444 Creatures from another world come to observe and imitate Humans.",4014.png,Light Blue Splash,Beige Elf,Squig Elf,Reloaded,Black Tank,Open,Bionic Lashes,Blonde Mullet,None,
4015,Squig #4015,"4,444 Creatures from another world come to observe and imitate Humans.",4015.png,Light Blue Boom,Dark Robot,Robot,Reloaded,Varsity Green,Neutral,Cyclops Lashes,Green Ugly Cap,None,
4016,Squig #4016,"4,444 Creatures from another world come to observe and imitate Humans.",4016.png,Pink Splash,Robot,Robot,Reloaded,Anti GM GM Club Tee,Open,Surgery,Yellow Bowl,None,
4017,Squig #4017,"4,444 Creatures from another world come to observe and imitate Humans.",4017.png,Yellow,Dark Brown Elf,Squig Elf,Reloaded,Black Astronaut,Giant Tongue,Cyclops Lashes,Fast Food Visor,None,
4018,Squig #4018,"4,444 Creatures from another world come to observe and imitate Humans.",4018.png,Green,Purple,Squig,Reloaded,Black Sweat,Neutral,Angry Cyclops Lashes,Gold Construction Cone,None,
4019,Squig #4019,"4,444 Creatures from another world come to observe and imitate Humans.",4019.png,Light Blue,Purple,Squig,Reloaded,Born Ugly Tank,Revive Pill,Suspect Cyclops,'67 Hockey Helmet,None,
4020,Squig #4020,"4,444 Creatures from another world come to observe and imitate Humans.",4020.png,Orange Boom,Crystal Elf,Squig Elf,Reloaded,Flame Sweat,Open,Angry Cyclops Lashes,Blue Ugly Cap,None,
4021,Squig #4021,"4,444 Creatures from another world come to observe and imitate Humans.",4021.png,Purple,Beige,Squig,Reloaded,Varsity Green,Open,Bionic,Pink Beanie,None,
4022,Squig #4022,"4,444 Creatures from another world come to observe and imitate Humans.",4022.png,Grey Portal,Beige Elf,Squig Elf,Reloaded,Black Tee Yellow Bandana,Open,Bionic Lashes,Flower Hat,None,
4023,Squig #4023,"4,444 Creatures from another world come to observe and imitate Humans.",4023.png,Orange,Amphibian Purple,Amphibian,Reloaded,'67 Tracksuit,Neutral,Cyclops Lashes,Lobby,None,
4024,Squig #4024,"4,444 Creatures from another world come to observe and imitate Humans.",4024.png,Grey,Brown Elf,Squig Elf,Reloaded,Baseball Jersey Blue,Oh,Angry Cyclops Lashes,Butthead Hair,None,
4025,Squig #4025,"4,444 Creatures from another world come to observe and imitate Humans.",4025.png,Orange Portal,Gold,Squig,Reloaded,Yellow Pink Polo,Neutral,Anger Cyclops,Pink Sunhat,Gold Earring,
4026,Squig #4026,"4,444 Creatures from another world come to observe and imitate Humans.",4026.png,Orange Boom,Brown,Squig,Reloaded,Blue Surf Lycra,Smile,Surgery,Afro Brown,None,
4027,Squig #4027,"4,444 Creatures from another world come to observe and imitate Humans.",4027.png,Light Blue Splash,Green,Squig,Reloaded,Blue Overalls,Oh,Anger Cyclops,Dennis Pink,Gold Earring,
4028,Squig #4028,"4,444 Creatures from another world come to observe and imitate Humans.",4028.png,Yellow,Brown,Squig,Reloaded,Purple Tee,Sad,Angry Cyclops,Purple Punk,Smile Necklace,
4029,Squig #4029,"4,444 Creatures from another world come to observe and imitate Humans.",4029.png,Purple,Green,Squig,Reloaded,Flowers Overalls,Smile,Triple Lashes,Visor With Hair,None,
4030,Squig #4030,"4,444 Creatures from another world come to observe and imitate Humans.",4030.png,Orange,Purple Elf,Squig Elf,Reloaded,420 Shirt,Neutral,Suspect Cyclops,The Dog Is In Charge,None,
4031,Squig #4031,"4,444 Creatures from another world come to observe and imitate Humans.",4031.png,Light Blue Portal,Dark Brown,Squig,Reloaded,Green Tee,Toothless,Cyclops Lashes,Brown Pigtails,None,
4032,Squig #4032,"4,444 Creatures from another world come to observe and imitate Humans.",4032.png,Orange,Brown Elf,Squig Elf,Reloaded,Iridescent Bralette,Sad,Sleepy Triple,Cowboy,None,
4033,Squig #4033,"4,444 Creatures from another world come to observe and imitate Humans.",4033.png,Green,Beige,Squig,Reloaded,Purple Hoodie,Open,Surgery Lashes,Green Cap,E cigarette,
4034,Squig #4034,"4,444 Creatures from another world come to observe and imitate Humans.",4034.png,Green Splash,Purple,Squig,Reloaded,Purple Tee,Smile,Bionic,Lemon Sunhat,Smile Necklace,
4035,Squig #4035,"4,444 Creatures from another world come to observe and imitate Humans.",4035.png,Light Blue,Beige Elf,Squig Elf,Reloaded,Baseball Jersey Red,Sad,Sleepy Triple,Parted,Multi Earring,
4036,Squig #4036,"4,444 Creatures from another world come to observe and imitate Humans.",4036.png,Grey Boom,Amphibian Green,Amphibian,Reloaded,Better Ugly Than Late Tee,Sad,Triple Lashes,White Bowl,None,
4037,Squig #4037,"4,444 Creatures from another world come to observe and imitate Humans.",4037.png,Light Blue Splash,Dark Brown Elf,Squig Elf,Reloaded,Green Tee,Tape,Angry Triple Lashes,Yellow Punk,None,
4038,Squig #4038,"4,444 Creatures from another world come to observe and imitate Humans.",4038.png,Grey,Dark Brown Elf,Squig Elf,Reloaded,Fisherman Black,Afraid,Angry Triple,Black Cap,None,
4039,Squig #4039,"4,444 Creatures from another world come to observe and imitate Humans.",4039.png,Purple Splash,Brown,Squig,Reloaded,Ugly Side of the Moon,Neutral,Triple,Boom Bucket,None,
4040,Squig #4040,"4,444 Creatures from another world come to observe and imitate Humans.",4040.png,Yellow Splash,Purple Elf,Squig Elf,Reloaded,Purple Hoodie,Sad,Bionic,Afro Brown,Multi Earring,
4041,Squig #4041,"4,444 Creatures from another world come to observe and imitate Humans.",4041.png,Yellow Portal,Brown Elf,Squig Elf,Reloaded,Black Sweat,Mustache,Bionic Lashes,Blue Ugly Cap,Gold Earring,
4042,Squig #4042,"4,444 Creatures from another world come to observe and imitate Humans.",4042.png,Grey Splash,Dark Brown Elf,Squig Elf,Reloaded,Green White Polo,Toothless,Anger Cyclops,Yellow Sunhat,None,
4043,Squig #4043,"4,444 Creatures from another world come to observe and imitate Humans.",4043.png,Pink Boom,Beige Elf,Squig Elf,Reloaded,Blue Surf Lycra,Toothless,Surgery,Cowboy,None,
4044,Squig #4044,"4,444 Creatures from another world come to observe and imitate Humans.",4044.png,Pink Splash,Green,Squig,Reloaded,Blue Surf Lycra,Blue Tongue,Cyclops Lashes,Purple Punk,None,
4045,Squig #4045,"4,444 Creatures from another world come to observe and imitate Humans.",4045.png,Light Blue,Beige Elf,Squig Elf,Reloaded,White Bralette,Neutral,Triple Lashes,Knife,None,
4046,Squig #4046,"4,444 Creatures from another world come to observe and imitate Humans.",4046.png,Pink,Brown,Squig,Reloaded,Born Ugly Tee,Sad,Bionic,White Backwards Cap,Smile Necklace,
4047,Squig #4047,"4,444 Creatures from another world come to observe and imitate Humans.",4047.png,Purple Splash,Dark Brown Elf,Squig Elf,Reloaded,Yellow Puffy,Sad,Cyclops Lashes,Green Visor,Dino,
4048,Squig #4048,"4,444 Creatures from another world come to observe and imitate Humans.",4048.png,Light Blue Boom,Dark Brown Elf,Squig Elf,Reloaded,Army Tee,Sad,Angry Cyclops Lashes,Black Cap,None,
4049,Squig #4049,"4,444 Creatures from another world come to observe and imitate Humans.",4049.png,Green Boom,Amphibian Green,Amphibian,Reloaded,White Tank,Neutral,Suspect Cyclops,Yellow Punk,None,
4050,Squig #4050,"4,444 Creatures from another world come to observe and imitate Humans.",4050.png,Orange,Beige Elf,Squig Elf,Reloaded,White Tank,Smile,Angry Cyclops Lashes,Gold Hoops,None,
4051,Squig #4051,"4,444 Creatures from another world come to observe and imitate Humans.",4051.png,Purple Boom,Dark Robot,Robot,Reloaded,Fisherman Black,Gold Digger,Triple,Knife,None,
4052,Squig #4052,"4,444 Creatures from another world come to observe and imitate Humans.",4052.png,Grey,Brown Elf,Squig Elf,Reloaded,Varsity Green,Open,Angry Cyclops,Night Vision,None,
4053,Squig #4053,"4,444 Creatures from another world come to observe and imitate Humans.",4053.png,Green Splash,Brown Elf,Squig Elf,Reloaded,Black Tank,Afraid,Cyclops,Afro Blonde,None,
4054,Squig #4054,"4,444 Creatures from another world come to observe and imitate Humans.",4054.png,Purple Boom,Beige Elf,Squig Elf,Reloaded,Black Tee Yellow Bandana,Tongue,Cyclops,Fast Food Visor,None,
4055,Squig #4055,"4,444 Creatures from another world come to observe and imitate Humans.",4055.png,Orange Splash,Green Elf,Squig Elf,Reloaded,White Suit,Smile,Triple,Brown Mullet,None,
4056,Squig #4056,"4,444 Creatures from another world come to observe and imitate Humans.",4056.png,Pink,Crystal,Squig,Reloaded,Pink Surf Lycra,Tongue,Cyclops Lashes,Blonde Hair Bandana,None,
4057,Squig #4057,"4,444 Creatures from another world come to observe and imitate Humans.",4057.png,Green,Purple,Squig,Reloaded,Prison,Blue Tongue,Triple,Bandana,Multi Earring,
4058,Squig #4058,"4,444 Creatures from another world come to observe and imitate Humans.",4058.png,Orange,Brown,Squig,Reloaded,Black Tee Yellow Bandana,Open,Angry Cyclops Lashes,Black Cap,None,
4059,Squig #4059,"4,444 Creatures from another world come to observe and imitate Humans.",4059.png,Yellow,Dark Zombie,Zombie,Reloaded,Ugly Tracksuit,Neutral,Angry Cyclops Lashes,Pink Bowl,None,
4060,Squig #4060,"4,444 Creatures from another world come to observe and imitate Humans.",4060.png,Pink,Dark Brown Elf,Squig Elf,Reloaded,Flame Sweat,Afraid,Anger Cyclops,Pink Sunhat,None,
4061,Squig #4061,"4,444 Creatures from another world come to observe and imitate Humans.",4061.png,Pink Splash,Amphibian Green,Amphibian,Reloaded,Black Tee,Open,Cyclops,Black Backwards Cap,None,
4062,Squig #4062,"4,444 Creatures from another world come to observe and imitate Humans.",4062.png,Pink Portal,Purple Elf,Squig Elf,Reloaded,Blue Puffy,Neutral,Cyclops,Pink Sunhat,None,
4063,Squig #4063,"4,444 Creatures from another world come to observe and imitate Humans.",4063.png,Green Boom,Beige,Squig,Reloaded,White Tee Red Bandana,Open,Cyclops,Blonde Pigtails,None,
4064,Squig #4064,"4,444 Creatures from another world come to observe and imitate Humans.",4064.png,Purple Boom,Beige Elf,Squig Elf,Reloaded,Red Tracksuit,Sad,Triple,Green Ugly Cap,Nouns Glasses,
4065,Squig #4065,"4,444 Creatures from another world come to observe and imitate Humans.",4065.png,Grey,Dark Brown Elf,Squig Elf,Reloaded,Pink Hoodie,Open,Triple,White Backwards Cap,None,
4066,Squig #4066,"4,444 Creatures from another world come to observe and imitate Humans.",4066.png,Grey,Dark Brown Elf,Squig Elf,Reloaded,Triangle Longue Tee,Toothless,Triple,Captain,None,
4067,Squig #4067,"4,444 Creatures from another world come to observe and imitate Humans.",4067.png,Light Blue Splash,Green,Squig,Reloaded,Dog Tank,Oh,Triple,Blonde Pigtails,None,
4068,Squig #4068,"4,444 Creatures from another world come to observe and imitate Humans.",4068.png,Sky,Dark Brown,Squig,Reloaded,Bowling Shirt,Afraid,Triple,Pink Beanie,None,
4069,Squig #4069,"4,444 Creatures from another world come to observe and imitate Humans.",4069.png,Yellow,Robot,Robot,Reloaded,Basketball Red,Blue Tongue,Angry Cyclops,Multi Cap,None,
4070,Squig #4070,"4,444 Creatures from another world come to observe and imitate Humans.",4070.png,Purple Boom,Beige Elf,Squig Elf,Reloaded,Black Tank,Mustache,Triple Lashes,Pink Sunhat,Weed Necklace,
4071,Squig #4071,"4,444 Creatures from another world come to observe and imitate Humans.",4071.png,Orange Splash,Dark Brown,Squig,Reloaded,Black Tee,Toothless,Triple,Green Cap,None,
4072,Squig #4072,"4,444 Creatures from another world come to observe and imitate Humans.",4072.png,Pink Splash,Purple,Squig,Reloaded,Tattoo,Mustache,Sleepy Triple,Blonde Hair Bandana,None,
4073,Squig #4073,"4,444 Creatures from another world come to observe and imitate Humans.",4073.png,Grey,Brown,Squig,Reloaded,Born Ugly Tank Yellow,Tongue,Sleepy Triple,Brown Pigtails,None,
4074,Squig #4074,"4,444 Creatures from another world come to observe and imitate Humans.",4074.png,Light Blue Boom,Purple,Squig,Reloaded,Blue Tracksuit,Toothless,Cyclops,Skate Black,None,
4075,Squig #4075,"4,444 Creatures from another world come to observe and imitate Humans.",4075.png,Orange,Beige Elf,Squig Elf,Reloaded,Baseball Jersey Red,Gold Duck,Angry Cyclops,Blonde Hair Bandana,None,
4076,Squig #4076,"4,444 Creatures from another world come to observe and imitate Humans.",4076.png,,,,Reloaded,,,,,,Shark
4077,Squig #4077,"4,444 Creatures from another world come to observe and imitate Humans.",4077.png,Orange Splash,Brown,Squig,Reloaded,Pink Hoodie,Gold Giant Tongue,Angry Cyclops,Goggles,None,
4078,Squig #4078,"4,444 Creatures from another world come to observe and imitate Humans.",4078.png,Light Blue,Beige,Squig,Reloaded,Born Ugly Tee,Open,Cyclops,Captain,Blunt,
4079,Squig #4079,"4,444 Creatures from another world come to observe and imitate Humans.",4079.png,Yellow Boom,Purple,Squig,Reloaded,Green White Polo,Oh,Angry Triple Lashes,Parted,None,
4080,Squig #4080,"4,444 Creatures from another world come to observe and imitate Humans.",4080.png,Pink Boom,Green,Squig,Reloaded,Bowling Shirt,Sad,Angry Cyclops Lashes,Multi Cap,None,
4081,Squig #4081,"4,444 Creatures from another world come to observe and imitate Humans.",4081.png,Purple,Beige,Squig,Reloaded,White Tee Red Bandana,Smile,Triple Lashes,Mountie,Monocle,
4082,Squig #4082,"4,444 Creatures from another world come to observe and imitate Humans.",4082.png,Yellow Portal,Green,Squig,Reloaded,Ugly Fighting Club Belt,Open,Angry Cyclops Lashes,Brown Hair Bandana,Gold Earring,
4083,Squig #4083,"4,444 Creatures from another world come to observe and imitate Humans.",4083.png,Light Blue,Gold,Squig,Reloaded,White Bralette,Open,Angry Cyclops Lashes,Pink Cowboy,None,
4084,Squig #4084,"4,444 Creatures from another world come to observe and imitate Humans.",4084.png,Green Boom,Purple,Squig,Reloaded,Green Polo,Neutral,Cyclops,Green Mountie,None,
4085,Squig #4085,"4,444 Creatures from another world come to observe and imitate Humans.",4085.png,Yellow Portal,Beige,Squig,Reloaded,Native Shirt,Sad,Angry Triple Lashes,Yellow Punk,None,
4086,Squig #4086,"4,444 Creatures from another world come to observe and imitate Humans.",4086.png,Pink Boom,Brown Elf,Squig Elf,Reloaded,Pink Jacket,Revive Pill,Suspect Cyclops,White Backwards Cap,None,
4087,Squig #4087,"4,444 Creatures from another world come to observe and imitate Humans.",4087.png,Grey,Crystal Elf,Squig Elf,Reloaded,Blue Overalls,Duck,Angry Triple Lashes,Blonde Mullet,Gold Earring,
4088,Squig #4088,"4,444 Creatures from another world come to observe and imitate Humans.",4088.png,Light Blue Portal,Beige,Squig,Reloaded,White Army Tee,Smile,Triple Lashes,White Cowboy,None,
4089,Squig #4089,"4,444 Creatures from another world come to observe and imitate Humans.",4089.png,Yellow Boom,Green,Squig,Reloaded,Dog Tank,Sewn,Cyclops,3D,Smile Necklace,
4090,Squig #4090,"4,444 Creatures from another world come to observe and imitate Humans.",4090.png,Light Blue Splash,Green Elf,Squig Elf,Reloaded,XRay Tee,Sad,Angry Triple,Blue Ugly Cap,Ugly Necklace,
4091,Squig #4091,"4,444 Creatures from another world come to observe and imitate Humans.",4091.png,Orange Splash,Green Elf,Squig Elf,Reloaded,Purple Tee,Duck,Angry Cyclops Lashes,Paper Boat,None,
4092,Squig #4092,"4,444 Creatures from another world come to observe and imitate Humans.",4092.png,Grey Splash,Brown,Squig,Reloaded,Black Tank,Afraid,Angry Cyclops Lashes,Bald,None,
4093,Squig #4093,"4,444 Creatures from another world come to observe and imitate Humans.",4093.png,Green Splash,Robot,Robot,Reloaded,Black Hoodie,Smile,Angry Cyclops Lashes,Pink Bowl,None,
4094,Squig #4094,"4,444 Creatures from another world come to observe and imitate Humans.",4094.png,Sky,Green,Squig,Reloaded,Brown Suit,Open,Angry Cyclops Lashes,Black Backwards Cap,None,
4095,Squig #4095,"4,444 Creatures from another world come to observe and imitate Humans.",4095.png,Green Splash,Beige Elf,Squig Elf,Reloaded,Black Sweat,Futuristic Mask,Bionic,Iridescent Sunhat,None,
4096,Squig #4096,"4,444 Creatures from another world come to observe and imitate Humans.",4096.png,Grey,Brown,Squig,Reloaded,Purple Hoodie,Afraid,Cyclops,Cactus,None,
4097,Squig #4097,"4,444 Creatures from another world come to observe and imitate Humans.",4097.png,Grey,Beige,Squig,Reloaded,Black Tee,Afraid,Angry Triple,Night Vision,None,
4098,Squig #4098,"4,444 Creatures from another world come to observe and imitate Humans.",4098.png,Pink Boom,Beige,Squig,Reloaded,Varisty Blue,Sad,Bionic,Boxing,None,
4099,Squig #4099,"4,444 Creatures from another world come to observe and imitate Humans.",4099.png,Purple Portal,Zombie,Zombie,Reloaded,Green Tee,Blue Tongue,Bionic Lashes,Flower Hat,Smile Necklace,
4100,Squig #4100,"4,444 Creatures from another world come to observe and imitate Humans.",4100.png,Light Blue Portal,Dark Brown,Squig,Reloaded,Fishnet,Neutral,Triple Lashes,Pot Head,Monocle,
4101,Squig #4101,"4,444 Creatures from another world come to observe and imitate Humans.",4101.png,Purple Splash,Beige,Squig,Reloaded,White Bralette,Open,Angry Cyclops,Rainbow,None,
